"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","BG","Bulgaria",0.000000000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","CY","Cyprus",0.000000000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","CZ","Czechia",0.009558320,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","DE","Germany",1.167449450,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","DK","Denmark",3.216051050,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","EE","Estonia",0.375012180,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","EL","Greece",0.008993380,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","ES","Spain",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","EU27_21","EU (without UK)",0.943957000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","EU27_UK_21","EU (with UK until 2019)",1.113250000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","EUEEA30_21","EU/EEA (without UK)",0.946015000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","EUEEAUK_21","EU/EEA (with UK until 2019)",1.112090000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","FI","Finland",0.373732090,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","FR","France",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","HU","Hungary",0.069899870,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","IE","Ireland",4.330214690,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","IS","Iceland",0.629663440,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","IT","Italy",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","LT","Lithuania",0.031827100,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","LU","Luxembourg",1.394239000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","LV","Latvia",0.000000000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","MT","Malta",0.241530140,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","NL","Netherlands",2.883863150,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","NO","Norway",1.070355490,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","PL","Poland",0.010519980,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","RO","Romania",0.009854790,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","SE","Sweden",3.575756030,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","SI","Slovenia",0.977051020,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","SK","Slovakia",0.185514640,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2010","UK","United Kingdom",1.775710280,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","AT","Austria",1.432807760,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","BE","Belgium",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","BG","Bulgaria",0.013569560,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","CY","Cyprus",0.000000000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","CZ","Czechia",0.066751020,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","DE","Germany",6.928268420,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","DK","Denmark",3.866469750,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","EE","Estonia",0.300828780,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","EL","Greece",0.008990060,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","ES","Spain",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","EU27_21","EU (without UK)",3.124222000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","EU27_UK_21","EU (with UK until 2019)",2.971338000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","EUEEA30_21","EU/EEA (without UK)",3.078041000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","EUEEAUK_21","EU/EEA (with UK until 2019)",2.937078000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","FI","Finland",0.502299780,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","FR","France",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","HU","Hungary",0.110157280,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","IE","Ireland",6.016345640,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","IS","Iceland",0.628038130,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","IT","Italy",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","LT","Lithuania",0.000000000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","LU","Luxembourg",2.735229750,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","LV","Latvia",0.000000000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","MT","Malta",0.481940480,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","NL","Netherlands",5.073308100,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","NO","Norway",0.955225330,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","PL","Poland",0.013136210,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","RO","Romania",0.009901450,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","SE","Sweden",5.066076720,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","SI","Slovenia",1.219399770,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","SK","Slovakia",0.092722300,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2011","UK","United Kingdom",2.381687860,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","AT","Austria",1.546124270,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","BE","Belgium",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","BG","Bulgaria",0.000000000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","CY","Cyprus",0.000000000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","CZ","Czechia",0.085669850,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","DE","Germany",1.958223730,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","DK","Denmark",3.565978480,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","EE","Estonia",0.226378010,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","EL","Greece",0.000000000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","ES","Spain",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","EU27_21","EU (without UK)",1.595506000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","EU27_UK_21","EU (with UK until 2019)",1.699684000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","EUEEA30_21","EU/EEA (without UK)",1.592084000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","EUEEAUK_21","EU/EEA (with UK until 2019)",1.695201000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","FI","Finland",0.592453580,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","FR","France",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","HR","Croatia",0.000000000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","HU","Hungary",0.030205620,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","IE","Ireland",8.977429390,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","IS","Iceland",0.312915590,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","IT","Italy",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","LT","Lithuania",0.066585850,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","LU","Luxembourg",4.001120310,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","LV","Latvia",0.000000000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","MT","Malta",0.239494570,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","NL","Netherlands",6.270042910,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","NO","Norway",1.504251010,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","PL","Poland",0.007881500,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","RO","Romania",0.004976110,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","SE","Sweden",4.977403950,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","SI","Slovenia",1.410851680,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","SK","Slovakia",0.166533370,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2012","UK","United Kingdom",2.105674690,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","AT","Austria",1.538122960,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","BE","Belgium",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","BG","Bulgaria",0.013727680,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","CY","Cyprus",0.000000000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","CZ","Czechia",0.161656500,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","DE","Germany",2.035424430,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","DK","Denmark",3.409114430,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","EE","Estonia",0.605980720,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","EL","Greece",0.018175840,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","ES","Spain",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","EU27_21","EU (without UK)",1.797519000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","EU27_UK_21","EU (with UK until 2019)",1.802427000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","EUEEA30_21","EU/EEA (without UK)",1.801241000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","EUEEAUK_21","EU/EEA (with UK until 2019)",1.805315000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","FI","Finland",1.805894360,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","FR","France",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","HR","Croatia",0.000000000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","HU","Hungary",0.131196530,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","IE","Ireland",12.234859840,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","IS","Iceland",0.932090950,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","IT","Italy",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","LT","Lithuania",0.201890700,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","LU","Luxembourg",1.862062150,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","LV","Latvia",0.000000000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","MT","Malta",0.473362690,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","NL","Netherlands",7.056197780,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","NO","Norway",2.039089140,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","PL","Poland",0.013136270,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","RO","Romania",0.029969910,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","SE","Sweden",5.766075440,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","SI","Slovenia",0.825715300,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","SK","Slovakia",0.129370020,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2013","UK","United Kingdom",1.821443970,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","AT","Austria",1.539766040,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","BE","Belgium",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","BG","Bulgaria",0.000000000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","CY","Cyprus",0.000000000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","CZ","Czechia",0.275864190,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","DE","Germany",2.058997440,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","DK","Denmark",4.033952730,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","EE","Estonia",0.455989760,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","EL","Greece",0.009151800,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","ES","Spain",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","EU27_21","EU (without UK)",1.675847000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","EU27_UK_21","EU (with UK until 2019)",1.754514000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","EUEEA30_21","EU/EEA (without UK)",1.700700000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","EUEEAUK_21","EU/EEA (with UK until 2019)",1.772986000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","FI","Finland",1.174038340,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","FR","France",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","HR","Croatia",0.094188360,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","HU","Hungary",0.182234830,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","IE","Ireland",12.333295670,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","IS","Iceland",0.921175050,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","IT","Italy",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","LT","Lithuania",0.033973480,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","LU","Luxembourg",0.545772080,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","LV","Latvia",0.000000000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","MT","Malta",1.164350380,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","NL","Netherlands",5.460717910,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","NO","Norway",2.956164580,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","PL","Poland",0.013151710,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","RO","Romania",0.010026410,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","SE","Sweden",4.893796320,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","SI","Slovenia",1.407025910,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","SK","Slovakia",0.036927960,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2014","UK","United Kingdom",2.057459590,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2015","AT","Austria",1.246370670,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2015","BE","Belgium",0.889895530,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2015","BG","Bulgaria",0.000000000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2015","CY","Cyprus",0.000000000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2015","CZ","Czechia",0.246719690,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2015","DE","Germany",1.990208150,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2015","DK","Denmark",3.551415570,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2015","EE","Estonia",0.608425160,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2015","EL","Greece",0.009209780,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2015","ES","Spain",-,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2015","EU27_21","EU (without UK)",1.553543000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2015","EU27_UK_21","EU (with UK until 2019)",1.649259000,""
"STEC/VTEC infection","Confirmed cases","Notification rate","N/100000","2015","EUEEA30_21","EU/EEA (without UK)",1.603141000,""
