"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2008","EUEEAUK_21","EU/EEA (with UK until 2019)",58.116018000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2008","FI","Finland",84.011195950,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2008","FR","France",26.746993880,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2008","HU","Hungary",54.910699930,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2008","IE","Ireland",39.302206370,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2008","IS","Iceland",31.065843730,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2008","IT","Italy",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2008","LI","Liechtenstein",5.656748500,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2008","LT","Lithuania",23.719069100,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2008","LU","Luxembourg",96.527690210,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2008","LV","Latvia",0.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2008","MT","Malta",18.880323270,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2008","NL","Netherlands",39.163936210,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2008","NO","Norway",60.690230510,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2008","PL","Poland",0.708370610,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2008","SE","Sweden",83.764141860,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2008","SI","Slovenia",44.670638600,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2008","SK","Slovakia",56.993369120,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2008","UK","United Kingdom",90.315920890,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","AT","Austria",54.013177910,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","BE","Belgium",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","BG","Bulgaria",0.348193190,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","CY","Cyprus",4.642816800,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","CZ","Czechia",194.316340550,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","DE","Germany",76.567312280,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","DK","Denmark",60.836973780,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","EE","Estonia",12.727027710,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","ES","Spain",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","EU27_21","EU (without UK)",48.525726000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","EU27_UK_21","EU (with UK until 2019)",58.226814000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","EUEEA30_21","EU/EEA (without UK)",48.670233000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","EUEEAUK_21","EU/EEA (with UK until 2019)",58.210822000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","FI","Finland",76.037574950,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","FR","France",30.738042780,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","HU","Hungary",65.586844740,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","IE","Ireland",40.032539150,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","IS","Iceland",23.170762250,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","IT","Italy",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","LT","Lithuania",25.503665990,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","LU","Luxembourg",105.977710230,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","LV","Latvia",0.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","MT","Malta",32.122571940,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","NL","Netherlands",44.117256410,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","NO","Norway",59.342580880,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","PL","Poland",0.941370790,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","RO","Romania",1.242643810,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","SE","Sweden",77.546790320,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","SI","Slovenia",46.842048800,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","SK","Slovakia",70.841990400,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2009","UK","United Kingdom",104.836466280,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","AT","Austria",52.732139050,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","BE","Belgium",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","BG","Bulgaria",0.080843290,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","CY","Cyprus",6.714358960,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","CZ","Czechia",201.441624270,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","DE","Germany",79.591935950,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","DK","Denmark",72.939315280,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","EE","Estonia",14.775480200,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","ES","Spain",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","EU27_21","EU (without UK)",51.497399000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","EU27_UK_21","EU (with UK until 2019)",62.063320000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","EUEEA30_21","EU/EEA (without UK)",51.520998000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","EUEEAUK_21","EU/EEA (with UK until 2019)",61.933400000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","FI","Finland",73.699968250,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","FR","France",33.437028330,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","HU","Hungary",71.697300780,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","IE","Ireland",36.488103550,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","IS","Iceland",17.315744730,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","IT","Italy",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","LT","Lithuania",34.850679950,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","LU","Luxembourg",119.506200380,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","LV","Latvia",0.047158600,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","MT","Malta",49.272148910,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","NL","Netherlands",50.145061700,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","NO","Norway",55.205643070,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","PL","Poland",0.965208590,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","RO","Romania",0.862294810,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","SE","Sweden",85.657556910,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","SI","Slovenia",49.927307400,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","SK","Slovakia",83.036355300,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2010","UK","United Kingdom",112.458452170,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","AT","Austria",61.240591820,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","BE","Belgium",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","BG","Bulgaria",0.990578510,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","CY","Cyprus",7.383140950,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","CZ","Czechia",178.730626350,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","DE","Germany",88.268732540,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","DK","Denmark",73.013335900,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","EE","Estonia",16.094339900,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","ES","Spain",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","EU27_21","EU (without UK)",55.372760000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","EU27_UK_21","EU (with UK until 2019)",65.719214000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","EUEEA30_21","EU/EEA (without UK)",55.447937000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","EUEEAUK_21","EU/EEA (with UK until 2019)",65.632992000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","FI","Finland",79.381970330,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","FR","France",42.613950490,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","HU","Hungary",61.297520590,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","IE","Ireland",53.228250740,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","IS","Iceland",38.624345270,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","IT","Italy",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","LT","Lithuania",36.821215300,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","LU","Luxembourg",137.542982180,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","LV","Latvia",0.337413620,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","MT","Malta",53.013453360,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","NL","Netherlands",50.894724870,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","NO","Norway",61.073449710,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","PL","Poland",0.930043930,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","RO","Romania",0.737658120,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","SE","Sweden",87.238478390,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","SI","Slovenia",48.678438910,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","SK","Slovakia",84.655460620,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2011","UK","United Kingdom",114.465410560,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","AT","Austria",56.017271870,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","BE","Belgium",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","BG","Bulgaria",1.323830140,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","CY","Cyprus",7.888530420,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","CZ","Czechia",174.071636180,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","DE","Germany",77.865847350,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","DK","Denmark",66.660502360,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","EE","Estonia",20.223103080,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","ES","Spain",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","EU27_21","EU (without UK)",50.759346000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","EU27_UK_21","EU (with UK until 2019)",61.788360000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","EUEEA30_21","EU/EEA (without UK)",50.857082000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","EUEEAUK_21","EU/EEA (with UK until 2019)",61.711384000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","FI","Finland",78.703755980,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","FR","France",38.903452380,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","HR","Croatia",0.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","HU","Hungary",64.106404340,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","IE","Ireland",52.099596290,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","IS","Iceland",18.774935460,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","IT","Italy",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","LT","Lithuania",30.529613890,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","LU","Luxembourg",110.697662010,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","LV","Latvia",0.391233810,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","MT","Malta",52.688805540,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","NL","Netherlands",48.828815570,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","NO","Norway",58.826242960,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","PL","Poland",1.132309670,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","RO","Romania",0.457802630,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","SE","Sweden",83.318789540,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","SI","Slovenia",47.823007190,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","SK","Slovakia",105.545154410,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2012","UK","United Kingdom",114.182060820,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","AT","Austria",67.807559510,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","BE","Belgium",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","BG","Bulgaria",1.702232340,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","CY","Cyprus",6.467423810,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","CZ","Czechia",173.704667830,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","DE","Germany",78.585514380,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","DK","Denmark",67.325547930,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","EE","Estonia",28.935579700,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","ES","Spain",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","EU27_21","EU (without UK)",51.667475000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","EU27_UK_21","EU (with UK until 2019)",60.780232000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","EUEEA30_21","EU/EEA (without UK)",51.867690000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","EUEEAUK_21","EU/EEA (with UK until 2019)",60.814202000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","FI","Finland",74.926188670,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","FR","France",39.618691050,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","HR","Croatia",0.000000000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","HU","Hungary",73.137024280,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","IE","Ireland",49.633615840,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","IS","Iceland",31.380395640,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","IT","Italy",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","LT","Lithuania",38.325585770,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","LU","Luxembourg",125.689195750,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","LV","Latvia",0.444702480,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","MT","Malta",58.223611800,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","NL","Netherlands",42.427956420,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","NO","Norway",65.151867590,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","PL","Poland",1.450244970,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","RO","Romania",1.088907060,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","SE","Sweden",84.910954940,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","SI","Slovenia",49.882918420,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","SK","Slovakia",108.023972630,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2013","UK","United Kingdom",103.875510120,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","AT","Austria",76.565160430,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","BE","Belgium",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","BG","Bulgaria",1.987391930,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","CY","Cyprus",4.662004660,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","CZ","Czechia",197.385587460,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","DE","Germany",87.375531400,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","DK","Denmark",67.048914780,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","EE","Estonia",21.659513960,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","ES","Spain",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","EU27_21","EU (without UK)",58.386305000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","EU27_UK_21","EU (with UK until 2019)",66.318611000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","EUEEA30_21","EU/EEA (without UK)",58.501544000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","EUEEAUK_21","EU/EEA (with UK until 2019)",66.298357000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","FI","Finland",89.685522820,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","FR","France",45.023137260,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","HR","Croatia",38.782059650,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","HU","Hungary",85.488386830,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","IE","Ireland",55.909502930,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2014","IS","Iceland",43.602285740,""
